Timestamp,Mode,Front_Dist_cm,Left_Dist_cm,Right_Dist_cm,Action,Notes
23:05:25.099,lidar,104.0,53.5,4.8,FORWARD,Speed=0.60
23:05:25.510,lidar,108.3,111.5,5.0,FORWARD,Speed=0.60
23:05:25.660,lidar,115.2,127.4,4.7,FORWARD,Speed=0.60
23:05:25.810,lidar,132.9,148.2,4.5,FORWARD,Speed=0.60
23:05:25.961,lidar,149.5,117.6,4.5,FORWARD,Speed=0.60
23:05:26.111,lidar,161.4,114.3,5.0,FORWARD,Speed=0.60
23:05:26.261,lidar,149.6,102.4,5.5,FORWARD,Speed=0.60
23:05:26.411,lidar,143.8,98.7,4.8,FORWARD,Speed=0.60
23:05:26.562,lidar,127.9,85.8,4.9,FORWARD,Speed=0.60
23:05:26.712,lidar,125.2,80.4,4.8,FORWARD,Speed=0.60
23:05:26.862,lidar,117.5,79.3,5.3,FORWARD,Speed=0.60
23:05:27.012,lidar,68.1,68.9,4.7,FORWARD,Speed=0.41
23:05:27.223,lidar,98.5,57.3,4.9,FORWARD,Speed=0.60
23:05:27.433,lidar,87.9,65.3,4.7,FORWARD,Speed=0.58
23:05:27.584,lidar,72.7,61.8,5.0,FORWARD,Speed=0.45
23:05:27.774,lidar,61.6,53.5,5.0,FORWARD,Speed=0.36
23:05:27.944,lidar,58.3,56.0,6.5,FORWARD,Speed=0.33
23:05:28.095,lidar,55.8,48.9,10.9,FORWARD,Speed=0.31
23:05:28.245,lidar,55.4,44.5,99.3,FORWARD,Speed=0.30
23:05:28.395,lidar,52.0,43.1,82.6,FORWARD,Speed=0.27
23:05:28.545,lidar,54.7,40.8,16.7,FORWARD,Speed=0.30
23:05:28.696,lidar,55.3,35.3,18.9,FORWARD,Speed=0.30
23:05:28.846,lidar,62.1,32.2,57.5,FORWARD,Speed=0.36
23:05:28.996,lidar,123.1,27.9,53.8,FORWARD,Speed=0.60
23:05:29.206,lidar,99.4,26.5,29.9,FORWARD,Speed=0.60
23:05:29.357,lidar,89.2,20.1,27.9,FORWARD,Speed=0.59
23:05:29.507,lidar,115.0,35.2,22.2,FORWARD,Speed=0.60
23:05:29.657,lidar,185.5,46.3,25.9,FORWARD,Speed=0.60
23:05:29.807,lidar,148.6,123.7,27.3,FORWARD,Speed=0.60
23:05:29.958,lidar,139.4,120.5,76.4,FORWARD,Speed=0.60
23:05:30.108,lidar,116.6,105.2,61.2,FORWARD,Speed=0.60
23:05:30.258,lidar,101.9,94.5,54.3,FORWARD,Speed=0.60
23:05:30.408,lidar,81.3,76.0,49.1,FORWARD,Speed=0.53
23:05:30.579,lidar,73.5,63.3,64.1,FORWARD,Speed=0.46
23:05:30.749,lidar,59.9,55.5,125.1,FORWARD,Speed=0.34
23:05:30.919,lidar,54.6,44.6,137.9,FORWARD,Speed=0.30
23:05:31.070,lidar,53.3,41.2,999.0,FORWARD,Speed=0.29
23:05:31.220,lidar,52.9,37.3,193.3,FORWARD,Speed=0.28
23:05:31.370,lidar,50.7,35.8,184.8,FORWARD,Speed=0.26
23:05:31.520,lidar,50.7,34.6,168.1,FORWARD,Speed=0.26
23:05:31.670,lidar,58.5,34.5,159.2,FORWARD,Speed=0.33
23:05:31.841,lidar,64.8,35.1,141.3,FORWARD,Speed=0.38
23:05:31.991,lidar,80.3,37.0,132.4,FORWARD,Speed=0.52
23:05:32.181,lidar,100.7,39.2,115.4,FORWARD,Speed=0.60
