Timestamp,Mode,Front_Dist_cm,Left_Dist_cm,Right_Dist_cm,Action,Notes
11:23:55.835,lidar,999.0,999.0,999.0,FORWARD,Speed=0.60
11:23:56.113,lidar,91.3,88.5,148.9,FORWARD,Speed=0.60
11:23:56.129,lidar,91.3,88.5,148.9,FORWARD,Speed=0.60
11:23:56.145,lidar,91.3,88.5,148.9,FORWARD,Speed=0.60
11:23:56.162,lidar,91.3,61.4,148.9,FORWARD,Speed=0.60
11:23:56.178,lidar,82.6,88.3,148.9,FORWARD,Speed=0.54
11:23:56.215,lidar,84.4,88.3,145.4,FORWARD,Speed=0.55
11:23:56.231,lidar,84.4,88.3,145.4,FORWARD,Speed=0.55
11:23:56.247,lidar,84.4,88.3,145.4,FORWARD,Speed=0.55
11:23:56.263,lidar,84.4,57.0,145.4,FORWARD,Speed=0.55
11:23:56.280,lidar,78.7,87.7,145.4,FORWARD,Speed=0.50
11:23:56.296,lidar,79.4,87.7,136.7,FORWARD,Speed=0.51
11:23:56.313,lidar,79.4,87.7,138.7,FORWARD,Speed=0.51
11:23:56.329,lidar,79.4,87.7,138.7,FORWARD,Speed=0.51
11:23:56.345,lidar,79.4,87.7,138.7,FORWARD,Speed=0.51
11:23:56.362,lidar,79.4,49.9,138.7,FORWARD,Speed=0.51
11:23:56.378,lidar,74.5,83.6,138.7,FORWARD,Speed=0.47
11:23:56.394,lidar,74.3,83.6,114.6,FORWARD,Speed=0.47
11:23:56.411,lidar,74.3,83.6,132.6,FORWARD,Speed=0.47
11:23:56.427,lidar,74.3,83.6,132.6,FORWARD,Speed=0.47
11:23:56.444,lidar,74.3,83.6,132.6,FORWARD,Speed=0.47
11:23:56.460,lidar,74.3,46.2,132.6,FORWARD,Speed=0.47
11:23:56.476,lidar,72.4,80.9,132.6,FORWARD,Speed=0.45
11:23:56.493,lidar,68.9,80.9,94.3,FORWARD,Speed=0.42
11:23:56.509,lidar,68.9,80.9,129.3,FORWARD,Speed=0.42
11:23:56.525,lidar,68.9,80.9,129.3,FORWARD,Speed=0.42
11:23:56.542,lidar,68.9,80.9,129.3,FORWARD,Speed=0.42
11:23:56.558,lidar,68.9,44.5,129.3,FORWARD,Speed=0.42
11:23:56.574,lidar,71.9,80.1,129.3,FORWARD,Speed=0.44
11:23:56.591,lidar,64.5,80.1,75.8,FORWARD,Speed=0.38
11:23:56.627,lidar,64.5,80.1,125.8,FORWARD,Speed=0.38
