Timestamp,Mode,Front_Dist_cm,Left_Dist_cm,Right_Dist_cm,Action,Notes
19:53:07.717,lidar,999.0,999.0,999.0,DRIVE,L=0.55 R=0.55
19:53:07.733,lidar,65.0,80.5,67.9,DRIVE,L=0.55 R=0.55
19:53:07.750,lidar,65.0,80.5,111.7,DRIVE,L=0.55 R=0.55
19:53:07.766,lidar,65.0,80.5,72.4,DRIVE,L=0.55 R=0.55
19:53:07.782,lidar,65.0,80.5,72.4,DRIVE,L=0.55 R=0.55
19:53:07.798,lidar,65.0,80.5,72.4,DRIVE,L=0.55 R=0.55
19:53:07.814,lidar,65.0,108.5,72.4,DRIVE,L=0.55 R=0.55
19:53:07.830,lidar,64.3,80.4,72.4,DRIVE,L=0.55 R=0.55
19:53:07.846,lidar,65.3,80.4,97.7,DRIVE,L=0.55 R=0.55
19:53:07.862,lidar,65.3,80.4,69.3,DRIVE,L=0.55 R=0.55
19:53:07.879,lidar,65.3,80.4,69.3,DRIVE,L=0.55 R=0.55
19:53:07.895,lidar,65.3,80.4,69.3,DRIVE,L=0.55 R=0.55
19:53:07.911,lidar,65.3,99.1,69.3,DRIVE,L=0.55 R=0.55
19:53:07.927,lidar,66.0,79.0,69.3,DRIVE,L=0.55 R=0.55
19:53:07.943,lidar,61.9,79.0,80.2,DRIVE,L=0.55 R=0.55
19:53:07.959,lidar,61.9,79.0,112.7,DRIVE,L=0.55 R=0.55
19:53:07.975,lidar,61.9,79.0,112.7,DRIVE,L=0.55 R=0.55
19:53:07.992,lidar,61.9,79.0,112.7,DRIVE,L=0.55 R=0.55
19:53:08.008,lidar,61.9,91.2,112.7,DRIVE,L=0.55 R=0.55
19:53:08.024,lidar,67.3,75.8,112.7,DRIVE,L=0.55 R=0.55
19:53:08.040,lidar,59.5,75.8,67.9,DRIVE,L=0.55 R=0.55
19:53:08.056,lidar,59.5,75.8,110.2,DRIVE,L=0.55 R=0.55
19:53:08.072,lidar,59.5,75.8,110.2,DRIVE,L=0.55 R=0.55
19:53:08.088,lidar,59.5,75.8,110.2,DRIVE,L=0.55 R=0.55
19:53:08.104,lidar,59.5,75.8,110.2,DRIVE,L=0.55 R=0.55
19:53:08.120,lidar,59.5,97.7,110.2,DRIVE,L=0.55 R=0.55
19:53:08.137,lidar,54.5,72.4,54.5,DRIVE,L=0.15 R=0.35
19:53:08.153,lidar,54.5,72.4,102.4,DRIVE,L=0.35 R=0.15
19:53:08.169,lidar,54.5,72.4,107.4,DRIVE,L=0.35 R=0.15
19:53:08.185,lidar,54.5,72.4,107.4,DRIVE,L=0.35 R=0.15
19:53:08.201,lidar,54.5,72.4,107.4,DRIVE,L=0.35 R=0.15
19:53:08.217,lidar,54.5,123.0,107.4,DRIVE,L=0.15 R=0.35
19:53:08.233,lidar,50.8,69.5,107.4,DRIVE,L=0.35 R=0.15
19:53:08.249,lidar,50.7,69.5,85.7,DRIVE,L=0.35 R=0.15
19:53:08.265,lidar,50.7,69.5,101.7,DRIVE,L=0.35 R=0.15
19:53:08.281,lidar,50.7,69.5,101.7,DRIVE,L=0.35 R=0.15
19:53:08.298,lidar,50.7,69.5,101.7,DRIVE,L=0.35 R=0.15
