Timestamp,Mode,Front_Dist_cm,Left_Dist_cm,Right_Dist_cm,Action,Notes
12:08:10.829,lidar,999.0,999.0,999.0,DRIVE,L=0.60 R=0.60
12:08:11.646,lidar,34.4,20.2,47.2,DRIVE,L=0.35 R=-0.10
12:08:11.663,lidar,34.4,20.2,90.2,DRIVE,L=0.46 R=-0.21
12:08:11.679,lidar,34.4,20.2,97.9,DRIVE,L=0.46 R=-0.21
12:08:11.696,lidar,34.4,20.2,97.9,DRIVE,L=0.46 R=-0.21
12:08:11.712,lidar,34.4,21.2,97.9,DRIVE,L=0.45 R=-0.20
12:08:11.729,lidar,34.4,20.1,97.9,DRIVE,L=0.46 R=-0.21
12:08:11.745,lidar,38.4,20.2,50.3,DRIVE,L=0.41 R=-0.09
12:08:11.761,lidar,38.4,20.2,95.6,DRIVE,L=0.49 R=-0.17
12:08:11.778,lidar,38.4,20.2,104.8,DRIVE,L=0.49 R=-0.17
12:08:11.794,lidar,38.4,20.2,104.8,DRIVE,L=0.49 R=-0.17
12:08:11.810,lidar,38.4,20.2,104.8,DRIVE,L=0.49 R=-0.17
12:08:11.826,lidar,38.4,19.7,104.8,DRIVE,L=0.49 R=-0.18
12:08:11.843,lidar,37.6,23.0,104.8,DRIVE,L=0.46 R=-0.16
12:08:11.859,lidar,55.5,23.0,97.0,DRIVE,L=0.61 R=-0.00
12:08:11.875,lidar,55.5,23.0,126.1,DRIVE,L=0.61 R=-0.00
12:08:11.891,lidar,55.5,23.0,126.1,DRIVE,L=0.61 R=-0.00
12:08:11.908,lidar,55.5,23.0,126.1,DRIVE,L=0.61 R=-0.00
12:08:11.924,lidar,55.5,18.9,126.1,DRIVE,L=0.65 R=-0.04
12:08:11.940,lidar,49.9,29.6,126.1,DRIVE,L=0.51 R=0.00
12:08:11.956,lidar,79.9,29.6,109.9,DRIVE,L=0.77 R=0.26
12:08:11.973,lidar,79.9,29.6,135.9,DRIVE,L=0.77 R=0.26
12:08:11.989,lidar,79.9,29.6,135.9,DRIVE,L=0.77 R=0.26
12:08:12.005,lidar,79.9,29.6,135.9,DRIVE,L=0.77 R=0.26
12:08:12.022,lidar,79.9,18.9,135.9,DRIVE,L=0.86 R=0.17
12:08:12.038,lidar,79.2,47.6,135.9,DRIVE,L=0.61 R=0.40
12:08:12.054,lidar,85.1,47.6,120.4,DRIVE,L=0.66 R=0.45
12:08:12.070,lidar,85.1,47.6,134.4,DRIVE,L=0.66 R=0.45
12:08:12.087,lidar,85.1,47.6,134.4,DRIVE,L=0.66 R=0.45
12:08:12.103,lidar,85.1,47.6,134.4,DRIVE,L=0.66 R=0.45
12:08:12.119,lidar,85.1,19.2,134.4,DRIVE,L=0.90 R=0.22
12:08:12.135,lidar,75.4,71.0,134.4,DRIVE,L=0.47 R=0.47
12:08:12.151,lidar,96.9,71.0,128.2,DRIVE,L=0.60 R=0.60
12:08:12.168,lidar,96.9,71.0,133.2,DRIVE,L=0.60 R=0.60
12:08:12.184,lidar,96.9,71.0,133.2,DRIVE,L=0.60 R=0.60
12:08:12.200,lidar,96.9,71.0,133.2,DRIVE,L=0.60 R=0.60
12:08:12.216,lidar,96.9,21.0,133.2,DRIVE,L=0.93 R=0.27
12:08:12.233,lidar,96.9,71.7,133.2,DRIVE,L=0.60 R=0.60
12:08:12.249,lidar,108.7,72.8,133.7,DRIVE,L=0.60 R=0.60
12:08:12.265,lidar,108.7,72.8,145.7,DRIVE,L=0.60 R=0.60
12:08:12.281,lidar,108.7,72.8,38.0,DRIVE,L=0.42 R=0.78
12:08:12.298,lidar,108.7,72.8,38.0,DRIVE,L=0.42 R=0.78
12:08:12.314,lidar,108.7,72.8,38.0,DRIVE,L=0.42 R=0.78
12:08:12.330,lidar,108.7,63.4,38.0,DRIVE,L=0.42 R=0.78
12:08:12.346,lidar,99.4,73.5,38.0,DRIVE,L=0.42 R=0.78
12:08:12.362,lidar,113.4,73.5,54.0,DRIVE,L=0.55 R=0.65
12:08:12.379,lidar,113.4,73.5,59.0,DRIVE,L=0.59 R=0.61
12:08:12.395,lidar,113.4,73.5,59.0,DRIVE,L=0.59 R=0.61
12:08:12.411,lidar,113.4,73.5,59.0,DRIVE,L=0.59 R=0.61
12:08:12.427,lidar,113.4,57.8,59.0,DRIVE,L=0.61 R=0.59
12:08:12.443,lidar,79.3,67.0,59.0,DRIVE,L=0.50 R=0.52
12:08:12.460,lidar,102.4,67.0,80.0,DRIVE,L=0.60 R=0.60
12:08:12.476,lidar,102.4,67.0,85.0,DRIVE,L=0.60 R=0.60
12:08:12.492,lidar,102.4,67.0,85.0,DRIVE,L=0.60 R=0.60
12:08:12.509,lidar,102.4,67.0,85.0,DRIVE,L=0.60 R=0.60
12:08:12.525,lidar,102.4,52.9,85.0,DRIVE,L=0.66 R=0.54
12:08:12.541,lidar,69.3,63.6,85.0,DRIVE,L=0.42 R=0.42
12:08:12.557,lidar,96.2,63.6,108.0,DRIVE,L=0.60 R=0.60
12:08:12.573,lidar,96.2,63.6,111.0,DRIVE,L=0.60 R=0.60
12:08:12.590,lidar,96.2,63.6,111.0,DRIVE,L=0.60 R=0.60
12:08:12.606,lidar,96.2,63.6,111.0,DRIVE,L=0.60 R=0.60
12:08:12.622,lidar,96.2,49.0,111.0,DRIVE,L=0.69 R=0.51
12:08:12.638,lidar,61.7,59.2,111.0,DRIVE,L=0.36 R=0.35
12:08:12.655,lidar,88.1,59.2,127.9,DRIVE,L=0.59 R=0.58
12:08:12.671,lidar,88.1,59.2,138.9,DRIVE,L=0.59 R=0.58
12:08:12.687,lidar,88.1,59.2,138.9,DRIVE,L=0.59 R=0.58
12:08:12.703,lidar,88.1,59.2,138.9,DRIVE,L=0.59 R=0.58
12:08:12.720,lidar,88.1,59.2,138.9,DRIVE,L=0.59 R=0.58
12:08:12.736,lidar,88.1,53.5,138.9,DRIVE,L=0.64 R=0.53
12:08:12.752,lidar,81.9,55.7,109.2,DRIVE,L=0.57 R=0.49
12:08:12.769,lidar,81.9,55.7,129.2,DRIVE,L=0.57 R=0.49
12:08:12.785,lidar,81.9,55.7,135.2,DRIVE,L=0.57 R=0.49
12:08:12.801,lidar,81.9,55.7,135.2,DRIVE,L=0.57 R=0.49
12:08:12.817,lidar,81.9,55.7,135.2,DRIVE,L=0.57 R=0.49
12:08:12.833,lidar,81.9,51.4,135.2,DRIVE,L=0.60 R=0.46
12:08:12.850,lidar,70.0,50.8,135.2,DRIVE,L=0.51 R=0.35
12:08:12.866,lidar,77.2,50.8,125.0,DRIVE,L=0.57 R=0.41
12:08:12.882,lidar,77.2,50.8,129.0,DRIVE,L=0.57 R=0.41
12:08:12.898,lidar,77.2,50.8,129.0,DRIVE,L=0.57 R=0.41
12:08:12.915,lidar,77.2,50.8,129.0,DRIVE,L=0.57 R=0.41
12:08:12.931,lidar,77.2,49.3,129.0,DRIVE,L=0.58 R=0.40
12:08:12.947,lidar,60.5,47.2,129.0,DRIVE,L=0.45 R=0.24
12:08:12.963,lidar,74.9,47.2,121.7,DRIVE,L=0.58 R=0.36
12:08:12.980,lidar,74.9,47.2,127.7,DRIVE,L=0.58 R=0.36
12:08:12.996,lidar,74.9,47.2,127.7,DRIVE,L=0.58 R=0.36
12:08:13.012,lidar,74.9,47.2,127.7,DRIVE,L=0.58 R=0.36
12:08:13.028,lidar,74.9,47.1,127.7,DRIVE,L=0.58 R=0.36
12:08:13.045,lidar,47.5,43.9,127.7,DRIVE,L=0.37 R=0.10
12:08:13.061,lidar,75.1,43.9,117.6,DRIVE,L=0.61 R=0.34
12:08:13.077,lidar,75.1,43.9,127.6,DRIVE,L=0.61 R=0.34
12:08:13.093,lidar,75.1,43.9,127.6,DRIVE,L=0.61 R=0.34
12:08:13.110,lidar,75.1,43.9,127.6,DRIVE,L=0.61 R=0.34
12:08:13.126,lidar,75.1,45.2,127.6,DRIVE,L=0.60 R=0.35
12:08:13.142,lidar,42.2,42.8,127.6,DRIVE,L=0.33 R=0.05
12:08:13.158,lidar,77.0,42.8,120.3,DRIVE,L=0.63 R=0.35
12:08:13.174,lidar,77.0,42.8,129.3,DRIVE,L=0.63 R=0.35
12:08:13.191,lidar,77.0,42.8,129.3,DRIVE,L=0.63 R=0.35
12:08:13.207,lidar,77.0,42.8,129.3,DRIVE,L=0.63 R=0.35
12:08:13.223,lidar,77.0,42.8,129.3,DRIVE,L=0.63 R=0.35
12:08:13.239,lidar,77.0,38.0,129.3,DRIVE,L=0.67 R=0.31
12:08:13.256,lidar,80.6,41.9,125.7,DRIVE,L=0.67 R=0.37
12:08:13.272,lidar,80.6,41.9,137.7,DRIVE,L=0.67 R=0.37
12:08:13.288,lidar,80.6,41.9,137.7,DRIVE,L=0.67 R=0.37
12:08:13.304,lidar,80.6,41.9,137.7,DRIVE,L=0.67 R=0.37
12:08:13.321,lidar,80.6,41.9,137.7,DRIVE,L=0.67 R=0.37
12:08:13.337,lidar,80.6,34.7,137.7,DRIVE,L=0.73 R=0.31
12:08:13.353,lidar,70.6,43.0,137.7,DRIVE,L=0.58 R=0.29
12:08:13.369,lidar,85.6,43.0,146.7,DRIVE,L=0.70 R=0.42
12:08:13.386,lidar,85.6,43.0,146.7,DRIVE,L=0.70 R=0.42
12:08:13.402,lidar,85.6,43.0,146.7,DRIVE,L=0.70 R=0.42
12:08:13.418,lidar,85.6,43.0,146.7,DRIVE,L=0.70 R=0.42
12:08:13.434,lidar,85.6,32.8,146.7,DRIVE,L=0.79 R=0.34
12:08:13.450,lidar,68.0,44.7,146.7,DRIVE,L=0.54 R=0.28
12:08:13.467,lidar,87.0,44.7,150.7,DRIVE,L=0.70 R=0.45
12:08:13.483,lidar,87.0,44.7,38.2,DRIVE,L=0.52 R=0.63
12:08:13.499,lidar,87.0,44.7,38.2,DRIVE,L=0.52 R=0.63
12:08:13.515,lidar,87.0,44.7,38.2,DRIVE,L=0.52 R=0.63
