Timestamp,Mode,Front_Dist_cm,Left_Dist_cm,Right_Dist_cm,Action,Notes
18:26:32.748,lidar,79.7,61.0,191.0,DRIVE,L=0.60 R=0.60
18:26:32.764,lidar,79.7,61.0,191.0,DRIVE,L=0.60 R=0.60
18:26:32.780,lidar,79.7,61.0,191.0,DRIVE,L=0.60 R=0.60
18:26:32.796,lidar,79.7,37.9,191.0,DRIVE,L=0.60 R=0.60
18:26:32.813,lidar,79.7,57.8,191.0,DRIVE,L=0.60 R=0.60
18:26:32.829,lidar,82.1,61.8,183.3,DRIVE,L=0.60 R=0.60
18:26:32.845,lidar,82.1,61.8,187.3,DRIVE,L=0.60 R=0.60
18:26:32.861,lidar,82.1,61.8,187.3,DRIVE,L=0.60 R=0.60
18:26:32.877,lidar,82.1,61.8,187.3,DRIVE,L=0.60 R=0.60
18:26:32.893,lidar,82.1,61.8,187.3,DRIVE,L=0.60 R=0.60
18:26:32.909,lidar,82.1,56.9,187.3,DRIVE,L=0.60 R=0.60
18:26:32.925,lidar,69.1,60.3,187.3,DRIVE,L=0.60 R=0.60
18:26:32.942,lidar,79.1,60.3,186.7,DRIVE,L=0.60 R=0.60
18:26:32.958,lidar,79.1,60.3,186.7,DRIVE,L=0.60 R=0.60
18:26:32.974,lidar,79.1,60.3,186.7,DRIVE,L=0.60 R=0.60
18:26:32.990,lidar,79.1,60.3,186.7,DRIVE,L=0.60 R=0.60
18:26:33.006,lidar,79.1,58.0,186.7,DRIVE,L=0.60 R=0.60
18:26:33.022,lidar,63.1,58.0,186.7,DRIVE,L=0.60 R=0.60
18:26:33.038,lidar,79.1,58.0,185.6,DRIVE,L=0.60 R=0.60
18:26:33.054,lidar,79.1,58.0,185.6,DRIVE,L=0.60 R=0.60
18:26:33.070,lidar,79.1,58.0,185.6,DRIVE,L=0.60 R=0.60
18:26:33.086,lidar,79.1,58.0,185.6,DRIVE,L=0.60 R=0.60
18:26:33.103,lidar,79.1,58.9,185.6,DRIVE,L=0.60 R=0.60
18:26:33.119,lidar,59.6,53.9,185.6,DRIVE,L=0.60 R=0.60
18:26:33.135,lidar,76.6,53.9,181.5,DRIVE,L=0.60 R=0.60
18:26:33.151,lidar,76.6,53.9,181.5,DRIVE,L=0.60 R=0.60
18:26:33.167,lidar,76.6,53.9,181.5,DRIVE,L=0.60 R=0.60
18:26:33.183,lidar,76.6,53.9,181.5,DRIVE,L=0.60 R=0.60
18:26:33.199,lidar,76.6,47.0,181.5,DRIVE,L=0.60 R=0.60
18:26:33.215,lidar,76.6,50.2,181.5,DRIVE,L=0.60 R=0.60
18:26:33.231,lidar,74.9,50.6,165.6,DRIVE,L=0.60 R=0.60
18:26:33.248,lidar,74.9,50.6,177.4,DRIVE,L=0.60 R=0.60
18:26:33.264,lidar,74.9,50.6,177.4,DRIVE,L=0.60 R=0.60
18:26:33.280,lidar,74.9,50.6,177.4,DRIVE,L=0.60 R=0.60
18:26:33.296,lidar,74.9,45.4,177.4,DRIVE,L=0.60 R=0.60
18:26:33.312,lidar,74.9,42.6,177.4,DRIVE,L=0.60 R=0.60
18:26:33.328,lidar,72.1,47.6,177.6,DRIVE,L=0.60 R=0.60
18:26:33.344,lidar,72.1,47.6,172.2,DRIVE,L=0.60 R=0.60
18:26:33.360,lidar,72.1,47.6,172.2,DRIVE,L=0.60 R=0.60
18:26:33.377,lidar,72.1,47.6,172.2,DRIVE,L=0.60 R=0.60
18:26:33.393,lidar,72.1,47.6,172.2,DRIVE,L=0.60 R=0.60
18:26:33.409,lidar,72.1,40.4,172.2,DRIVE,L=0.60 R=0.60
18:26:33.425,lidar,50.6,43.3,172.2,DRIVE,L=0.30 R=0.10
18:26:33.441,lidar,69.6,43.3,167.9,DRIVE,L=0.60 R=0.60
