Timestamp,Mode,Front_Dist_cm,Left_Dist_cm,Right_Dist_cm,Action,Notes
12:14:54.385,lidar,999.0,999.0,999.0,DRIVE,L=0.60 R=0.60
12:14:54.401,lidar,93.9,999.0,93.5,DRIVE,L=0.60 R=0.60
12:14:54.417,lidar,93.9,999.0,121.6,DRIVE,L=0.60 R=0.60
12:14:54.434,lidar,93.9,999.0,130.5,DRIVE,L=0.60 R=0.60
12:14:54.450,lidar,93.9,999.0,130.5,DRIVE,L=0.60 R=0.60
12:14:54.467,lidar,93.9,62.6,130.5,DRIVE,L=0.60 R=0.60
12:14:54.483,lidar,93.9,74.4,130.5,DRIVE,L=0.60 R=0.60
12:14:54.499,lidar,95.7,71.9,94.1,DRIVE,L=0.60 R=0.60
12:14:54.515,lidar,95.7,71.9,129.3,DRIVE,L=0.60 R=0.60
12:14:54.532,lidar,95.7,71.9,129.3,DRIVE,L=0.60 R=0.60
12:14:54.548,lidar,95.7,71.9,129.3,DRIVE,L=0.60 R=0.60
12:14:54.564,lidar,95.7,71.9,129.3,DRIVE,L=0.60 R=0.60
12:14:54.580,lidar,95.7,69.5,129.3,DRIVE,L=0.60 R=0.60
12:14:54.597,lidar,105.4,73.2,129.3,DRIVE,L=0.60 R=0.60
12:14:54.613,lidar,98.2,73.2,110.2,DRIVE,L=0.60 R=0.60
12:14:54.629,lidar,98.2,73.2,129.2,DRIVE,L=0.60 R=0.60
12:14:54.645,lidar,98.2,73.2,129.2,DRIVE,L=0.60 R=0.60
12:14:54.661,lidar,98.2,73.2,129.2,DRIVE,L=0.60 R=0.60
12:14:54.677,lidar,98.2,53.9,129.2,DRIVE,L=0.60 R=0.60
12:14:54.694,lidar,102.7,86.4,129.2,DRIVE,L=0.60 R=0.60
12:14:54.710,lidar,98.7,86.4,110.7,DRIVE,L=0.60 R=0.60
12:14:54.726,lidar,98.7,86.4,132.0,DRIVE,L=0.60 R=0.60
12:14:54.742,lidar,98.7,86.4,132.0,DRIVE,L=0.60 R=0.60
12:14:54.758,lidar,98.7,86.4,132.0,DRIVE,L=0.60 R=0.60
12:14:54.775,lidar,98.7,44.3,132.0,DRIVE,L=0.60 R=0.60
12:14:54.791,lidar,101.6,91.8,132.0,DRIVE,L=0.60 R=0.60
12:14:54.807,lidar,99.3,91.8,108.1,DRIVE,L=0.60 R=0.60
12:14:54.823,lidar,99.3,91.8,136.3,DRIVE,L=0.60 R=0.60
12:14:54.839,lidar,99.3,91.8,136.3,DRIVE,L=0.60 R=0.60
12:14:54.856,lidar,99.3,91.8,136.3,DRIVE,L=0.60 R=0.60
12:14:54.872,lidar,99.3,41.5,136.3,DRIVE,L=0.60 R=0.60
12:14:54.888,lidar,99.3,82.3,136.3,DRIVE,L=0.60 R=0.60
12:14:54.904,lidar,99.7,88.3,99.3,DRIVE,L=0.60 R=0.60
12:14:54.921,lidar,99.7,88.3,132.1,DRIVE,L=0.60 R=0.60
12:14:54.937,lidar,99.7,88.3,136.1,DRIVE,L=0.60 R=0.60
12:14:54.953,lidar,99.7,88.3,136.1,DRIVE,L=0.60 R=0.60
12:14:54.969,lidar,99.7,88.3,136.1,DRIVE,L=0.60 R=0.60
12:14:54.986,lidar,99.7,60.6,136.1,DRIVE,L=0.60 R=0.60
12:14:55.002,lidar,101.7,85.9,136.1,DRIVE,L=0.60 R=0.60
12:14:55.018,lidar,101.4,85.9,124.6,DRIVE,L=0.60 R=0.60
12:14:55.034,lidar,101.4,85.9,137.3,DRIVE,L=0.60 R=0.60
12:14:55.050,lidar,101.4,85.9,137.3,DRIVE,L=0.60 R=0.60
12:14:55.066,lidar,101.4,85.9,137.3,DRIVE,L=0.60 R=0.60
12:14:55.083,lidar,101.4,63.9,137.3,DRIVE,L=0.60 R=0.60
12:14:55.099,lidar,106.5,90.9,137.3,DRIVE,L=0.60 R=0.60
12:14:55.115,lidar,103.4,90.9,120.3,DRIVE,L=0.60 R=0.60
12:14:55.131,lidar,103.4,90.9,140.2,DRIVE,L=0.60 R=0.60
12:14:55.147,lidar,103.4,90.9,140.2,DRIVE,L=0.60 R=0.60
12:14:55.164,lidar,103.4,90.9,140.2,DRIVE,L=0.60 R=0.60
12:14:55.180,lidar,103.4,51.2,140.2,DRIVE,L=0.60 R=0.60
12:14:55.196,lidar,97.9,87.1,140.2,DRIVE,L=0.60 R=0.60
12:14:55.212,lidar,104.8,87.1,110.4,DRIVE,L=0.60 R=0.60
12:14:55.229,lidar,104.8,87.1,140.0,DRIVE,L=0.60 R=0.60
12:14:55.247,lidar,104.8,87.1,140.0,DRIVE,L=0.60 R=0.60
12:14:55.264,lidar,104.8,87.1,140.0,DRIVE,L=0.60 R=0.60
12:14:55.280,lidar,104.8,39.7,140.0,DRIVE,L=0.60 R=0.60
12:14:55.296,lidar,91.6,76.3,140.0,DRIVE,L=0.60 R=0.60
12:14:55.312,lidar,108.2,76.3,113.9,DRIVE,L=0.60 R=0.60
